1.0,0.0,0.76,0.24,0.0,0.0
1.0,1.0,1.0,0.0,0.0,0.0
1.0,2.0,1.0,0.0,0.0,0.0
1.0,3.0,1.0,0.0,0.0,0.0
1.0,4.0,1.0,0.0,0.0,0.0
2.0,0.0,0.2,0.72,0.08,0.0
2.0,1.0,0.17,0.83,0.0,0.0
2.0,2.0,0.6,0.4,0.0,0.0
2.0,3.0,0.83,0.17,0.0,0.0
3.0,0.0,0.1,0.0,0.9,0.0
3.0,1.0,0.0,0.11,0.89,0.0
3.0,2.0,0.0,0.35,0.65,0.0
3.0,3.0,0.0,0.45,0.55,0.0
3.0,4.0,0.0,1.0,0.0,0.0
4.0,0.0,0.0,0.0,0.22,0.78
4.0,1.0,0.0,0.0,0.57,0.43
4.0,2.0,0.0,0.0,1.0,0.0
